"","genes","merge","value","ID_sample","ID_lab","Lib","Seq_batch","Numero_unique_groupe","Numero_unique_specimen","Weight","Length","TAG","Tank_exp","Tank_sample","Temperature_acclim","Temperature_sampling","Delta_acclim","Delta_temperature","DatHr_euthan","deltaT.ARN","Time","ID","acclim","sampling","Delta_short","Delta_long","cluster","cutoff0.001","cutoff0.018","cutoff0.03","cutoff0.071","cutoff0.16","cutoff0.284","cutoff0.444","cutoff0.524","cutoff0.64","cutoff0.871","cutoff1.138","cutoff1.44","cutoff1.778","cutoff2.151","cutoff2.409","cutoff3.004","cutoff3.484","cutoff4","sum_cluster","sum_cluster2","cluster2","cluster_new"
"3389","SEFA.3015.1","7.57.5",-0.81231395727466,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3390","SEFA.3893.1","7.57.5",-0.867276455963275,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3391","SEFA.4828.1","7.57.5",-1.05593189593842,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3392","SEFA.5029.2","7.57.5",-0.351591534643959,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3393","SEFA.5461.1","7.57.5",-1.54616234066264,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3394","SEFA.7311.1","7.57.5",-1.01060749149572,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3395","SEFA.7311.2","7.57.5",-1.01602227759141,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3396","SEFA.7312.1","7.57.5",-1.02713390179575,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3397","SEFA.7653.1","7.57.5",-0.930438807701197,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3398","SEFA.7919.1","7.57.5",-0.829403821299307,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3399","SEFA.8836.1","7.57.5",-1.1821114954615,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3400","SEFA.8836.2","7.57.5",-1.23417959247497,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3401","SEFA.8836.3","7.57.5",-1.18237739681365,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3402","SEFA.9289.1","7.57.5",-1.38833293004057,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3403","SEFA.9557.1","7.57.5",-1.40130840963313,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3404","SEFA.9631.1","7.57.5",-0.832185933002868,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3405","SEFA.9707.1","7.57.5",-0.496101363283248,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3406","SEFA.9788.1","7.57.5",-0.0652646190305057,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3407","SEFA.10087.1","7.57.5",-0.913621592748401,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3408","SEFA.10087.2","7.57.5",-0.917170059582235,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3409","SEFA.13671.1","7.57.5",-0.766682034304071,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3410","SEFA.15036.1","7.57.5",-1.03438921694352,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3411","SEFA.15036.2","7.57.5",-1.00679404744636,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3412","SEFA.15037.1","7.57.5",-0.980980790653039,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,19,17,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3413","SEFA.15044.1","7.57.5",-0.869464243677653,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3414","SEFA.15045.1","7.57.5",-0.843743682627897,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3415","SEFA.15045.2","7.57.5",-0.861177527313008,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3416","SEFA.15368.1","7.57.5",-1.25390123720636,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3417","SEFA.15982.1","7.57.5",-0.402436779668596,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3418","SEFA.16424.1","7.57.5",-1.14520844174751,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3419","SEFA.16807.1","7.57.5",-0.643396187776268,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3420","SEFA.17656.1","7.57.5",-1.25154499553279,"ARN_22_00015","S15","NS.1828.004.NEBNext_dual_i7_116---NEBNext_dual_i5_116.ARN_22_00015","1828","G_21_09215","S_21_06014",260.22,244,34045,"B4","B4",7.5,7.5,"3mo",0,44489.44,94,"3mo","1828.ARN_22_00015","7.5","7.5","no","2.5",9,NA,NA,NA,NA,NA,NA,NA,16,16,13,8,4,4,4,3,3,3,1,43,"43",5,"Group S05 (43)"
"3421","SEFA.3879.2","7.55",0.8795107743247,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3422","SEFA.3879.4","7.55",0.883055174803985,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3423","SEFA.3879.5","7.55",0.849778924318487,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3424","SEFA.8012.1","7.55",1.4710036190379,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3425","SEFA.15395.1","7.55",1.47272500516923,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3426","SEFA.1920.1","7.55",1.97668609614097,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3427","SEFA.1920.2","7.55",1.99053372324146,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3428","SEFA.1958.1","7.55",1.75537191026946,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3429","SEFA.17262.1","7.55",1.35955036735445,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3430","SEFA.990.1","7.55",1.13408832459606,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3431","SEFA.1020.1","7.55",-0.243460941786882,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,NA,NA,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3432","SEFA.1020.2","7.55",-0.216648244145233,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,NA,NA,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3433","SEFA.1682.1","7.55",0.864301101703399,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,NA,NA,NA,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3434","SEFA.2643.1","7.55",1.1053335260601,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3435","SEFA.2643.2","7.55",1.08787651927059,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3436","SEFA.2643.3","7.55",1.24404428100865,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3437","SEFA.2643.4","7.55",1.08956218848516,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3438","SEFA.2643.5","7.55",1.13514154980914,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3439","SEFA.2643.8","7.55",1.08096171969302,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3440","SEFA.2643.9","7.55",1.13361724040266,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3441","SEFA.2643.10","7.55",1.1285504271801,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3442","SEFA.2643.12","7.55",1.11651249024464,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3443","SEFA.2643.14","7.55",1.07966121169646,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3444","SEFA.2643.15","7.55",1.13080199029308,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3445","SEFA.2643.16","7.55",1.12262535234616,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3446","SEFA.2643.17","7.55",1.11363262630577,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,12,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
"3447","SEFA.5820.2","7.55",0.829181957826807,"ARN_22_00005","S05","NS.1812.001.NEBNext_dual_i7_207---NEBNext_dual_i5_255.ARN_22_00005","1812","G_21_09215","S_21_06004",271.5,257,34245,"B4","A3",7.5,5,"10mo",2.5,44489.39,125,"24h","1812.ARN_22_00005","7.5","5","down","2.5",8,NA,10,10,10,10,10,10,9,9,8,7,6,6,6,5,5,4,1,33,"33",6,"Group S06 (33)"
