"","Transcrip_name","Compare"
"699","SEFA.16369.19","LongTerm"
"700","SEFA.16369.20","LongTerm"
"701","SEFA.16369.21","LongTerm"
"702","SEFA.16369.22","LongTerm"
"703","SEFA.16369.23","LongTerm"
"704","SEFA.16369.24","LongTerm"
"705","SEFA.16369.25","LongTerm"
"706","SEFA.16369.26","LongTerm"
"707","SEFA.16369.27","LongTerm"
"708","SEFA.16370.1","LongTerm"
"709","SEFA.16370.2","LongTerm"
"710","SEFA.16370.3","LongTerm"
"711","SEFA.16370.4","LongTerm"
"712","SEFA.16370.5","LongTerm"
"713","SEFA.16370.6","LongTerm"
"714","SEFA.16370.7","LongTerm"
"715","SEFA.16370.8","LongTerm"
"716","SEFA.16370.9","LongTerm"
"717","SEFA.16370.10","LongTerm"
"718","SEFA.16370.11","LongTerm"
"719","SEFA.16370.12","LongTerm"
"720","SEFA.16370.13","LongTerm"
"721","SEFA.16370.14","LongTerm"
"722","SEFA.16370.15","LongTerm"
"723","SEFA.16540.1","LongTerm"
"724","SEFA.16738.1","LongTerm"
"725","SEFA.16837.1","LongTerm"
"726","SEFA.16838.1","LongTerm"
"727","SEFA.16841.1","LongTerm"
"728","SEFA.16843.1","LongTerm"
"729","SEFA.16886.1","LongTerm"
"730","SEFA.16955.1","LongTerm"
"731","SEFA.17013.1","LongTerm"
"732","SEFA.17013.2","LongTerm"
"733","SEFA.17014.1","LongTerm"
"734","SEFA.17030.1","LongTerm"
"735","SEFA.17030.2","LongTerm"
"736","SEFA.17031.1","LongTerm"
"737","SEFA.17034.1","LongTerm"
"738","SEFA.17077.1","LongTerm"
"739","SEFA.17131.1","LongTerm"
"740","SEFA.17142.1","LongTerm"
"741","SEFA.17147.1","LongTerm"
"742","SEFA.17166.1","LongTerm"
"743","SEFA.17171.1","LongTerm"
"744","SEFA.17171.2","LongTerm"
"745","SEFA.17171.3","LongTerm"
"746","SEFA.17171.4","LongTerm"
"747","SEFA.17171.5","LongTerm"
"748","SEFA.17171.6","LongTerm"
"749","SEFA.17171.7","LongTerm"
"750","SEFA.17171.8","LongTerm"
"751","SEFA.17171.9","LongTerm"
"752","SEFA.17171.10","LongTerm"
"753","SEFA.17171.11","LongTerm"
"754","SEFA.17171.12","LongTerm"
"755","SEFA.17171.13","LongTerm"
"756","SEFA.17171.14","LongTerm"
"757","SEFA.17171.15","LongTerm"
"758","SEFA.17171.16","LongTerm"
"759","SEFA.17171.17","LongTerm"
"760","SEFA.17171.18","LongTerm"
"761","SEFA.17171.19","LongTerm"
"762","SEFA.17171.20","LongTerm"
"763","SEFA.17171.21","LongTerm"
"764","SEFA.17171.22","LongTerm"
"765","SEFA.17171.23","LongTerm"
"766","SEFA.17172.1","LongTerm"
"767","SEFA.17172.2","LongTerm"
"768","SEFA.17172.3","LongTerm"
"769","SEFA.17172.4","LongTerm"
"770","SEFA.17172.5","LongTerm"
"771","SEFA.17172.6","LongTerm"
"772","SEFA.17172.7","LongTerm"
"773","SEFA.17172.8","LongTerm"
"774","SEFA.17172.9","LongTerm"
"775","SEFA.17172.11","LongTerm"
"776","SEFA.17172.12","LongTerm"
"777","SEFA.17172.13","LongTerm"
"778","SEFA.17172.14","LongTerm"
"779","SEFA.17177.1","LongTerm"
"780","SEFA.17217.1","LongTerm"
"781","SEFA.17318.1","LongTerm"
"782","SEFA.17324.1","LongTerm"
"783","SEFA.17374.1","LongTerm"
"784","SEFA.17397.1","LongTerm"
"785","SEFA.17413.1","LongTerm"
"786","SEFA.17417.1","LongTerm"
"787","SEFA.17440.1","LongTerm"
"788","SEFA.17471.5","LongTerm"
"789","SEFA.17476.1","LongTerm"
"790","SEFA.17476.2","LongTerm"
"791","SEFA.17497.1","LongTerm"
"792","SEFA.17539.1","LongTerm"
"793","SEFA.17555.1","LongTerm"
"794","SEFA.17569.1","LongTerm"
"795","SEFA.17729.1","LongTerm"
"796","SEFA.17729.2","LongTerm"
"797","SEFA.17729.3","LongTerm"
"798","SEFA.17729.4","LongTerm"
"799","SEFA.17729.5","LongTerm"
"800","SEFA.17729.6","LongTerm"
"801","SEFA.17729.7","LongTerm"
"802","SEFA.3.1","LongTerm"
"803","SEFA.11.1","LongTerm"
"804","SEFA.11.2","LongTerm"
"805","SEFA.12.1","LongTerm"
"806","SEFA.19.1","LongTerm"
"807","SEFA.20.1","LongTerm"
"808","SEFA.20.2","LongTerm"
"809","SEFA.20.3","LongTerm"
"810","SEFA.21.1","LongTerm"
"811","SEFA.22.1","LongTerm"
"812","SEFA.44.1","LongTerm"
"813","SEFA.44.2","LongTerm"
"814","SEFA.63.1","LongTerm"
"815","SEFA.64.2","LongTerm"
"816","SEFA.108.1","LongTerm"
"817","SEFA.120.1","LongTerm"
"818","SEFA.120.2","LongTerm"
"819","SEFA.128.3","LongTerm"
"820","SEFA.130.1","LongTerm"
"821","SEFA.130.2","LongTerm"
"822","SEFA.141.1","LongTerm"
"823","SEFA.147.1","LongTerm"
"824","SEFA.149.1","LongTerm"
"825","SEFA.151.1","LongTerm"
"826","SEFA.159.1","LongTerm"
"827","SEFA.159.2","LongTerm"
"828","SEFA.159.3","LongTerm"
"829","SEFA.159.4","LongTerm"
"830","SEFA.159.8","LongTerm"
"831","SEFA.159.9","LongTerm"
"832","SEFA.159.10","LongTerm"
"833","SEFA.159.11","LongTerm"
"834","SEFA.159.12","LongTerm"
"835","SEFA.159.13","LongTerm"
"836","SEFA.159.14","LongTerm"
"837","SEFA.159.15","LongTerm"
"838","SEFA.159.16","LongTerm"
"839","SEFA.203.1","LongTerm"
"840","SEFA.223.1","LongTerm"
"841","SEFA.233.1","LongTerm"
"842","SEFA.302.1","LongTerm"
"843","SEFA.315.2","LongTerm"
"844","SEFA.315.3","LongTerm"
"845","SEFA.340.1","LongTerm"
"846","SEFA.340.2","LongTerm"
"847","SEFA.349.1","LongTerm"
"848","SEFA.349.2","LongTerm"
"849","SEFA.349.3","LongTerm"
"850","SEFA.351.2","LongTerm"
"851","SEFA.351.4","LongTerm"
"852","SEFA.355.1","LongTerm"
"853","SEFA.372.1","LongTerm"
"854","SEFA.394.1","LongTerm"
"855","SEFA.394.2","LongTerm"
"856","SEFA.394.3","LongTerm"
"857","SEFA.396.1","LongTerm"
"858","SEFA.397.1","LongTerm"
"859","SEFA.397.2","LongTerm"
"860","SEFA.410.1","LongTerm"
"861","SEFA.434.1","LongTerm"
"862","SEFA.453.4","LongTerm"
"863","SEFA.465.1","LongTerm"
"864","SEFA.465.2","LongTerm"
"865","SEFA.465.3","LongTerm"
"866","SEFA.465.4","LongTerm"
"867","SEFA.484.1","LongTerm"
"868","SEFA.487.1","LongTerm"
"869","SEFA.490.1","LongTerm"
"870","SEFA.499.1","LongTerm"
"871","SEFA.499.2","LongTerm"
"872","SEFA.499.3","LongTerm"
"873","SEFA.499.4","LongTerm"
"874","SEFA.500.1","LongTerm"
"875","SEFA.507.2","LongTerm"
"876","SEFA.507.4","LongTerm"
"877","SEFA.507.5","LongTerm"
"878","SEFA.507.7","LongTerm"
"879","SEFA.507.9","LongTerm"
"880","SEFA.507.10","LongTerm"
"881","SEFA.508.1","LongTerm"
"882","SEFA.508.2","LongTerm"
"883","SEFA.508.3","LongTerm"
"884","SEFA.508.4","LongTerm"
"885","SEFA.525.1","LongTerm"
"886","SEFA.527.1","LongTerm"
"887","SEFA.527.2","LongTerm"
"888","SEFA.527.3","LongTerm"
"889","SEFA.548.1","LongTerm"
"890","SEFA.555.1","LongTerm"
"891","SEFA.569.1","LongTerm"
"892","SEFA.573.1","LongTerm"
"893","SEFA.573.2","LongTerm"
"894","SEFA.573.3","LongTerm"
"895","SEFA.578.1","LongTerm"
"896","SEFA.584.1","LongTerm"
"897","SEFA.586.1","LongTerm"
"898","SEFA.587.1","LongTerm"
"899","SEFA.594.1","LongTerm"
"900","SEFA.595.1","LongTerm"
"901","SEFA.595.3","LongTerm"
"902","SEFA.595.4","LongTerm"
"903","SEFA.597.1","LongTerm"
"904","SEFA.597.2","LongTerm"
"905","SEFA.597.4","LongTerm"
"906","SEFA.597.5","LongTerm"
"907","SEFA.597.6","LongTerm"
"908","SEFA.597.7","LongTerm"
"909","SEFA.597.8","LongTerm"
"910","SEFA.597.9","LongTerm"
"911","SEFA.658.1","LongTerm"
"912","SEFA.667.1","LongTerm"
"913","SEFA.669.1","LongTerm"
"914","SEFA.683.1","LongTerm"
"915","SEFA.685.1","LongTerm"
"916","SEFA.685.2","LongTerm"
"917","SEFA.691.1","LongTerm"
"918","SEFA.700.1","LongTerm"
"919","SEFA.704.1","LongTerm"
"920","SEFA.704.2","LongTerm"
"921","SEFA.704.3","LongTerm"
"922","SEFA.712.1","LongTerm"
"923","SEFA.712.2","LongTerm"
"924","SEFA.712.3","LongTerm"
"925","SEFA.733.1","LongTerm"
"926","SEFA.770.1","LongTerm"
"927","SEFA.772.1","LongTerm"
"928","SEFA.772.2","LongTerm"
"929","SEFA.772.3","LongTerm"
"930","SEFA.772.4","LongTerm"
"931","SEFA.785.1","LongTerm"
"932","SEFA.799.1","LongTerm"
"933","SEFA.799.2","LongTerm"
"934","SEFA.800.1","LongTerm"
"935","SEFA.800.2","LongTerm"
"936","SEFA.807.1","LongTerm"
"937","SEFA.842.1","LongTerm"
"938","SEFA.842.2","LongTerm"
"939","SEFA.842.3","LongTerm"
"940","SEFA.865.1","LongTerm"
"941","SEFA.865.2","LongTerm"
"942","SEFA.865.3","LongTerm"
"943","SEFA.879.1","LongTerm"
"944","SEFA.890.1","LongTerm"
"945","SEFA.897.1","LongTerm"
"946","SEFA.897.2","LongTerm"
"947","SEFA.908.1","LongTerm"
"948","SEFA.935.1","LongTerm"
"949","SEFA.952.1","LongTerm"
"950","SEFA.978.1","LongTerm"
"951","SEFA.1036.1","LongTerm"
"952","SEFA.1036.2","LongTerm"
"953","SEFA.1046.1","LongTerm"
"954","SEFA.1068.1","LongTerm"
"955","SEFA.1102.1","LongTerm"
"956","SEFA.1110.1","LongTerm"
"957","SEFA.1128.1","LongTerm"
"958","SEFA.1128.2","LongTerm"
"959","SEFA.1128.3","LongTerm"
"960","SEFA.1132.1","LongTerm"
"961","SEFA.1143.1","LongTerm"
"962","SEFA.1143.2","LongTerm"
"963","SEFA.1158.3","LongTerm"
"964","SEFA.1219.1","LongTerm"
"965","SEFA.1237.1","LongTerm"
"966","SEFA.1237.2","LongTerm"
"967","SEFA.1252.1","LongTerm"
"968","SEFA.1255.1","LongTerm"
"969","SEFA.1255.2","LongTerm"
"970","SEFA.1266.1","LongTerm"
"971","SEFA.1318.1","LongTerm"
"972","SEFA.1322.11","LongTerm"
"973","SEFA.1322.12","LongTerm"
"974","SEFA.1322.13","LongTerm"
"975","SEFA.1335.1","LongTerm"
"976","SEFA.1351.1","LongTerm"
"977","SEFA.1353.1","LongTerm"
"978","SEFA.1384.1","LongTerm"
"979","SEFA.1391.1","LongTerm"
"980","SEFA.1407.2","LongTerm"
"981","SEFA.1441.1","LongTerm"
"982","SEFA.1457.1","LongTerm"
"983","SEFA.1457.2","LongTerm"
"984","SEFA.1467.1","LongTerm"
"985","SEFA.1480.1","LongTerm"
"986","SEFA.1480.2","LongTerm"
"987","SEFA.1480.3","LongTerm"
"988","SEFA.1480.4","LongTerm"
"989","SEFA.1480.5","LongTerm"
"990","SEFA.1484.1","LongTerm"
"991","SEFA.1492.1","LongTerm"
"992","SEFA.1494.1","LongTerm"
"993","SEFA.1498.1","LongTerm"
"994","SEFA.1498.2","LongTerm"
"995","SEFA.1498.3","LongTerm"
"996","SEFA.1498.4","LongTerm"
"997","SEFA.1498.5","LongTerm"
"998","SEFA.1505.1","LongTerm"
"999","SEFA.1522.1","LongTerm"
"1000","SEFA.1525.1","LongTerm"
"1001","SEFA.1526.1","LongTerm"
"1002","SEFA.1526.2","LongTerm"
"1003","SEFA.1526.3","LongTerm"
"1004","SEFA.1526.4","LongTerm"
"1005","SEFA.1526.5","LongTerm"
"1006","SEFA.1546.1","LongTerm"
"1007","SEFA.1549.1","LongTerm"
"1008","SEFA.1558.1","LongTerm"
"1009","SEFA.1565.1","LongTerm"
"1010","SEFA.1565.2","LongTerm"
"1011","SEFA.1565.3","LongTerm"
"1012","SEFA.1568.1","LongTerm"
"1013","SEFA.1589.1","LongTerm"
"1014","SEFA.1589.2","LongTerm"
"1015","SEFA.1611.1","LongTerm"
"1016","SEFA.1616.1","LongTerm"
"1017","SEFA.1621.2","LongTerm"
"1018","SEFA.1621.3","LongTerm"
"1019","SEFA.1621.4","LongTerm"
"1020","SEFA.1621.5","LongTerm"
"1021","SEFA.1621.6","LongTerm"
"1022","SEFA.1621.8","LongTerm"
"1023","SEFA.1621.10","LongTerm"
"1024","SEFA.1621.11","LongTerm"
"1025","SEFA.1621.12","LongTerm"
"1026","SEFA.1621.14","LongTerm"
"1027","SEFA.1628.1","LongTerm"
"1028","SEFA.1628.2","LongTerm"
"1029","SEFA.1655.1","LongTerm"
"1030","SEFA.1674.1","LongTerm"
"1031","SEFA.1714.1","LongTerm"
"1032","SEFA.1716.1","LongTerm"
"1033","SEFA.1717.1","LongTerm"
"1034","SEFA.1735.5","LongTerm"
"1035","SEFA.1767.1","LongTerm"
"1036","SEFA.1771.1","LongTerm"
"1037","SEFA.1771.2","LongTerm"
"1038","SEFA.1775.1","LongTerm"
"1039","SEFA.1781.1","LongTerm"
"1040","SEFA.1781.2","LongTerm"
"1041","SEFA.1783.1","LongTerm"
"1042","SEFA.1783.2","LongTerm"
"1043","SEFA.1790.1","LongTerm"
"1044","SEFA.1790.2","LongTerm"
"1045","SEFA.1791.1","LongTerm"
"1046","SEFA.1812.1","LongTerm"
"1047","SEFA.1812.2","LongTerm"
"1048","SEFA.1843.1","LongTerm"
"1049","SEFA.1843.2","LongTerm"
"1050","SEFA.1843.3","LongTerm"
"1051","SEFA.1843.4","LongTerm"
"1052","SEFA.1850.6","LongTerm"
"1053","SEFA.1851.1","LongTerm"
"1054","SEFA.1851.2","LongTerm"
"1055","SEFA.1856.1","LongTerm"
"1056","SEFA.1857.1","LongTerm"
"1057","SEFA.1857.2","LongTerm"
"1058","SEFA.1860.1","LongTerm"
"1059","SEFA.1860.2","LongTerm"
"1060","SEFA.1878.1","LongTerm"
"1061","SEFA.1892.1","LongTerm"
"1062","SEFA.1909.1","LongTerm"
"1063","SEFA.1909.2","LongTerm"
"1064","SEFA.1910.1","LongTerm"
"1065","SEFA.1910.5","LongTerm"
"1066","SEFA.1923.1","LongTerm"
"1067","SEFA.1923.2","LongTerm"
"1068","SEFA.1923.3","LongTerm"
"1069","SEFA.1923.4","LongTerm"
"1070","SEFA.1930.1","LongTerm"
"1071","SEFA.1931.1","LongTerm"
"1072","SEFA.1934.1","LongTerm"
"1073","SEFA.1940.1","LongTerm"
"1074","SEFA.1940.2","LongTerm"
"1075","SEFA.1948.1","LongTerm"
"1076","SEFA.1948.2","LongTerm"
"1077","SEFA.2034.1","LongTerm"
"1078","SEFA.2034.2","LongTerm"
"1079","SEFA.2034.3","LongTerm"
"1080","SEFA.2034.4","LongTerm"
"1081","SEFA.2034.5","LongTerm"
"1082","SEFA.2075.1","LongTerm"
"1083","SEFA.2076.1","LongTerm"
"1084","SEFA.2081.1","LongTerm"
"1085","SEFA.2083.1","LongTerm"
"1086","SEFA.2091.1","LongTerm"
"1087","SEFA.2108.1","LongTerm"
"1088","SEFA.2113.1","LongTerm"
"1089","SEFA.2168.1","LongTerm"
"1090","SEFA.2177.1","LongTerm"
"1091","SEFA.2216.1","LongTerm"
"1092","SEFA.2216.2","LongTerm"
"1093","SEFA.2216.3","LongTerm"
"1094","SEFA.2223.1","LongTerm"
"1095","SEFA.2224.1","LongTerm"
"1096","SEFA.2230.1","LongTerm"
"1097","SEFA.2230.2","LongTerm"
"1098","SEFA.2251.1","LongTerm"
"1099","SEFA.2265.1","LongTerm"
"1100","SEFA.2267.1","LongTerm"
"1101","SEFA.2267.2","LongTerm"
"1102","SEFA.2268.1","LongTerm"
"1103","SEFA.2312.1","LongTerm"
"1104","SEFA.2312.2","LongTerm"
"1105","SEFA.2314.1","LongTerm"
"1106","SEFA.2323.1","LongTerm"
"1107","SEFA.2324.1","LongTerm"
"1108","SEFA.2327.1","LongTerm"
"1109","SEFA.2327.2","LongTerm"
"1110","SEFA.2336.1","LongTerm"
"1111","SEFA.2341.1","LongTerm"
"1112","SEFA.2347.1","LongTerm"
"1113","SEFA.2353.1","LongTerm"
"1114","SEFA.2357.1","LongTerm"
"1115","SEFA.2365.1","LongTerm"
"1116","SEFA.2365.2","LongTerm"
"1117","SEFA.2365.3","LongTerm"
"1118","SEFA.2372.1","LongTerm"
"1119","SEFA.2394.1","LongTerm"
"1120","SEFA.2397.1","LongTerm"
"1121","SEFA.2397.2","LongTerm"
"1122","SEFA.2398.1","LongTerm"
"1123","SEFA.2402.9","LongTerm"
"1124","SEFA.2402.10","LongTerm"
"1125","SEFA.2429.1","LongTerm"
"1126","SEFA.2429.2","LongTerm"
"1127","SEFA.2429.3","LongTerm"
"1128","SEFA.2430.1","LongTerm"
"1129","SEFA.2458.2","LongTerm"
"1130","SEFA.2459.1","LongTerm"
"1131","SEFA.2459.2","LongTerm"
"1132","SEFA.2459.3","LongTerm"
"1133","SEFA.2459.4","LongTerm"
"1134","SEFA.2459.5","LongTerm"
"1135","SEFA.2490.1","LongTerm"
"1136","SEFA.2494.1","LongTerm"
"1137","SEFA.2494.2","LongTerm"
"1138","SEFA.2494.3","LongTerm"
"1139","SEFA.2494.4","LongTerm"
"1140","SEFA.2496.1","LongTerm"
"1141","SEFA.2496.2","LongTerm"
"1142","SEFA.2500.1","LongTerm"
"1143","SEFA.2504.1","LongTerm"
"1144","SEFA.2508.1","LongTerm"
"1145","SEFA.2523.1","LongTerm"
"1146","SEFA.2558.1","LongTerm"
"1147","SEFA.2585.1","LongTerm"
"1148","SEFA.2585.2","LongTerm"
"1149","SEFA.2631.1","LongTerm"
"1150","SEFA.2632.1","LongTerm"
"1151","SEFA.2637.1","LongTerm"
"1152","SEFA.2638.1","LongTerm"
"1153","SEFA.2643.1","LongTerm"
"1154","SEFA.2643.2","LongTerm"
"1155","SEFA.2643.3","LongTerm"
"1156","SEFA.2643.4","LongTerm"
"1157","SEFA.2643.5","LongTerm"
"1158","SEFA.2643.6","LongTerm"
"1159","SEFA.2643.7","LongTerm"
"1160","SEFA.2643.8","LongTerm"
"1161","SEFA.2643.9","LongTerm"
"1162","SEFA.2643.10","LongTerm"
"1163","SEFA.2643.11","LongTerm"
"1164","SEFA.2643.12","LongTerm"
"1165","SEFA.2643.13","LongTerm"
"1166","SEFA.2643.14","LongTerm"
"1167","SEFA.2643.15","LongTerm"
"1168","SEFA.2643.16","LongTerm"
"1169","SEFA.2643.17","LongTerm"
"1170","SEFA.2645.1","LongTerm"
"1171","SEFA.2655.1","LongTerm"
"1172","SEFA.2660.1","LongTerm"
"1173","SEFA.2660.2","LongTerm"
"1174","SEFA.2667.1","LongTerm"
"1175","SEFA.2668.1","LongTerm"
"1176","SEFA.2668.2","LongTerm"
"1177","SEFA.2680.1","LongTerm"
"1178","SEFA.2680.2","LongTerm"
"1179","SEFA.2719.1","LongTerm"
"1180","SEFA.2719.2","LongTerm"
"1181","SEFA.2719.3","LongTerm"
"1182","SEFA.2719.4","LongTerm"
"1183","SEFA.2719.5","LongTerm"
"1184","SEFA.2719.6","LongTerm"
"1185","SEFA.2719.7","LongTerm"
"1186","SEFA.2719.8","LongTerm"
"1187","SEFA.2719.9","LongTerm"
"1188","SEFA.2719.10","LongTerm"
"1189","SEFA.2719.11","LongTerm"
"1190","SEFA.2719.12","LongTerm"
"1191","SEFA.2719.13","LongTerm"
"1192","SEFA.2719.14","LongTerm"
"1193","SEFA.2719.15","LongTerm"
"1194","SEFA.2719.16","LongTerm"
"1195","SEFA.2719.17","LongTerm"
"1196","SEFA.2719.18","LongTerm"
"1197","SEFA.2719.19","LongTerm"
"1198","SEFA.2719.20","LongTerm"
"1199","SEFA.2719.21","LongTerm"
"1200","SEFA.2719.22","LongTerm"
"1201","SEFA.2719.23","LongTerm"
"1202","SEFA.2719.24","LongTerm"
"1203","SEFA.2719.25","LongTerm"
"1204","SEFA.2719.26","LongTerm"
"1205","SEFA.2719.27","LongTerm"
"1206","SEFA.2719.28","LongTerm"
"1207","SEFA.2721.1","LongTerm"
"1208","SEFA.2729.1","LongTerm"
"1209","SEFA.2753.1","LongTerm"
"1210","SEFA.2757.1","LongTerm"
"1211","SEFA.2772.1","LongTerm"
"1212","SEFA.2772.2","LongTerm"
"1213","SEFA.2772.3","LongTerm"
"1214","SEFA.2772.4","LongTerm"
"1215","SEFA.2772.5","LongTerm"
"1216","SEFA.2772.6","LongTerm"
"1217","SEFA.2772.7","LongTerm"
"1218","SEFA.2772.8","LongTerm"
"1219","SEFA.2778.1","LongTerm"
"1220","SEFA.2778.2","LongTerm"
"1221","SEFA.2784.1","LongTerm"
"1222","SEFA.2801.1","LongTerm"
"1223","SEFA.2821.1","LongTerm"
"1224","SEFA.2821.2","LongTerm"
"1225","SEFA.2822.1","LongTerm"
"1226","SEFA.2826.1","LongTerm"
"1227","SEFA.2826.2","LongTerm"
"1228","SEFA.2827.1","LongTerm"
"1229","SEFA.2853.1","LongTerm"
"1230","SEFA.2884.1","LongTerm"
"1231","SEFA.2888.1","LongTerm"
"1232","SEFA.2921.1","LongTerm"
"1233","SEFA.2921.2","LongTerm"
"1234","SEFA.2933.1","LongTerm"
"1235","SEFA.2942.1","LongTerm"
"1236","SEFA.2943.1","LongTerm"
"1237","SEFA.2944.1","LongTerm"
"1238","SEFA.2945.1","LongTerm"
"1239","SEFA.2968.1","LongTerm"
"1240","SEFA.2977.1","LongTerm"
"1241","SEFA.2990.1","LongTerm"
"1242","SEFA.2990.2","LongTerm"
"1243","SEFA.2990.4","LongTerm"
"1244","SEFA.2990.5","LongTerm"
"1245","SEFA.2990.6","LongTerm"
"1246","SEFA.2997.1","LongTerm"
"1247","SEFA.2997.2","LongTerm"
"1248","SEFA.2997.3","LongTerm"
"1249","SEFA.3006.3","LongTerm"
"1250","SEFA.3007.1","LongTerm"
"1251","SEFA.3008.1","LongTerm"
"1252","SEFA.3008.2","LongTerm"
"1253","SEFA.3008.3","LongTerm"
"1254","SEFA.3017.1","LongTerm"
"1255","SEFA.3081.1","LongTerm"
"1256","SEFA.3127.1","LongTerm"
"1257","SEFA.3191.1","LongTerm"
"1258","SEFA.3197.1","LongTerm"
"1259","SEFA.3198.1","LongTerm"
"1260","SEFA.3200.30","LongTerm"
"1261","SEFA.3200.31","LongTerm"
"1262","SEFA.3205.1","LongTerm"
"1263","SEFA.3232.1","LongTerm"
"1264","SEFA.3255.1","LongTerm"
"1265","SEFA.3255.3","LongTerm"
"1266","SEFA.3260.1","LongTerm"
"1267","SEFA.3270.1","LongTerm"
"1268","SEFA.3278.1","LongTerm"
"1269","SEFA.3355.1","LongTerm"
"1270","SEFA.3358.1","LongTerm"
"1271","SEFA.3364.1","LongTerm"
"1272","SEFA.3364.2","LongTerm"
"1273","SEFA.3371.3","LongTerm"
"1274","SEFA.3393.1","LongTerm"
"1275","SEFA.3399.1","LongTerm"
"1276","SEFA.3399.2","LongTerm"
"1277","SEFA.3399.3","LongTerm"
"1278","SEFA.3399.4","LongTerm"
"1279","SEFA.3399.5","LongTerm"
"1280","SEFA.3402.2","LongTerm"
"1281","SEFA.3440.1","LongTerm"
"1282","SEFA.3440.2","LongTerm"
"1283","SEFA.3440.3","LongTerm"
"1284","SEFA.3440.4","LongTerm"
"1285","SEFA.3440.5","LongTerm"
"1286","SEFA.3440.6","LongTerm"
"1287","SEFA.3440.7","LongTerm"
"1288","SEFA.3440.8","LongTerm"
"1289","SEFA.3440.9","LongTerm"
"1290","SEFA.3440.10","LongTerm"
"1291","SEFA.3440.11","LongTerm"
"1292","SEFA.3440.12","LongTerm"
"1293","SEFA.3440.13","LongTerm"
"1294","SEFA.3440.14","LongTerm"
"1295","SEFA.3440.15","LongTerm"
"1296","SEFA.3440.16","LongTerm"
"1297","SEFA.3440.17","LongTerm"
"1298","SEFA.3440.18","LongTerm"
"1299","SEFA.3440.19","LongTerm"
"1300","SEFA.3450.1","LongTerm"
"1301","SEFA.3450.2","LongTerm"
"1302","SEFA.3450.3","LongTerm"
"1303","SEFA.3451.1","LongTerm"
"1304","SEFA.3451.2","LongTerm"
"1305","SEFA.3478.1","LongTerm"
"1306","SEFA.3502.1","LongTerm"
"1307","SEFA.3507.1","LongTerm"
"1308","SEFA.3507.2","LongTerm"
"1309","SEFA.3508.1","LongTerm"
"1310","SEFA.3508.2","LongTerm"
"1311","SEFA.3508.3","LongTerm"
"1312","SEFA.3508.4","LongTerm"
"1313","SEFA.3508.5","LongTerm"
"1314","SEFA.3508.6","LongTerm"
"1315","SEFA.3508.7","LongTerm"
"1316","SEFA.3508.8","LongTerm"
"1317","SEFA.3508.9","LongTerm"
"1318","SEFA.3508.10","LongTerm"
"1319","SEFA.3508.11","LongTerm"
"1320","SEFA.3508.12","LongTerm"
"1321","SEFA.3508.13","LongTerm"
"1322","SEFA.3511.1","LongTerm"
"1323","SEFA.3520.1","LongTerm"
"1324","SEFA.3538.1","LongTerm"
"1325","SEFA.3542.1","LongTerm"
"1326","SEFA.3548.1","LongTerm"
"1327","SEFA.3551.1","LongTerm"
"1328","SEFA.3554.1","LongTerm"
"1329","SEFA.3555.1","LongTerm"
"1330","SEFA.3555.2","LongTerm"
"1331","SEFA.3555.3","LongTerm"
"1332","SEFA.3555.4","LongTerm"
"1333","SEFA.3555.5","LongTerm"
"1334","SEFA.3555.6","LongTerm"
"1335","SEFA.3555.7","LongTerm"
"1336","SEFA.3555.8","LongTerm"
"1337","SEFA.3555.9","LongTerm"
"1338","SEFA.3555.10","LongTerm"
"1339","SEFA.3555.11","LongTerm"
"1340","SEFA.3555.12","LongTerm"
"1341","SEFA.3555.13","LongTerm"
"1342","SEFA.3555.14","LongTerm"
"1343","SEFA.3555.15","LongTerm"
"1344","SEFA.3555.16","LongTerm"
"1345","SEFA.3555.17","LongTerm"
"1346","SEFA.3555.18","LongTerm"
"1347","SEFA.3572.1","LongTerm"
"1348","SEFA.3589.1","LongTerm"
"1349","SEFA.3589.2","LongTerm"
"1350","SEFA.3613.1","LongTerm"
"1351","SEFA.3613.2","LongTerm"
"1352","SEFA.3619.1","LongTerm"
"1353","SEFA.3619.2","LongTerm"
"1354","SEFA.3656.1","LongTerm"
"1355","SEFA.3657.1","LongTerm"
"1356","SEFA.3677.1","LongTerm"
"1357","SEFA.3689.1","LongTerm"
"1358","SEFA.3698.1","LongTerm"
"1359","SEFA.3698.2","LongTerm"
"1360","SEFA.3701.2","LongTerm"
"1361","SEFA.3713.1","LongTerm"
"1362","SEFA.3778.2","LongTerm"
"1363","SEFA.3780.1","LongTerm"
"1364","SEFA.3780.2","LongTerm"
"1365","SEFA.3786.1","LongTerm"
"1366","SEFA.3792.7","LongTerm"
"1367","SEFA.3793.1","LongTerm"
"1368","SEFA.3793.2","LongTerm"
"1369","SEFA.3793.3","LongTerm"
"1370","SEFA.3793.4","LongTerm"
"1371","SEFA.3795.1","LongTerm"
"1372","SEFA.3891.1","LongTerm"
"1373","SEFA.3897.1","LongTerm"
"1374","SEFA.3969.1","LongTerm"
"1375","SEFA.3969.2","LongTerm"
"1376","SEFA.3970.1","LongTerm"
"1377","SEFA.3976.1","LongTerm"
"1378","SEFA.3991.1","LongTerm"
"1379","SEFA.4035.1","LongTerm"
"1380","SEFA.4056.1","LongTerm"
"1381","SEFA.4059.1","LongTerm"
"1382","SEFA.4060.1","LongTerm"
"1383","SEFA.4066.1","LongTerm"
"1384","SEFA.4067.1","LongTerm"
"1385","SEFA.4067.2","LongTerm"
