"","Transcrip_name","Compare"
"1386","SEFA.4067.3","LongTerm"
"1387","SEFA.4069.1","LongTerm"
"1388","SEFA.4077.1","LongTerm"
"1389","SEFA.4078.1","LongTerm"
"1390","SEFA.4084.1","LongTerm"
"1391","SEFA.4104.1","LongTerm"
"1392","SEFA.4122.1","LongTerm"
"1393","SEFA.4126.1","LongTerm"
"1394","SEFA.4132.1","LongTerm"
"1395","SEFA.4132.2","LongTerm"
"1396","SEFA.4138.1","LongTerm"
"1397","SEFA.4138.2","LongTerm"
"1398","SEFA.4138.3","LongTerm"
"1399","SEFA.4138.4","LongTerm"
"1400","SEFA.4144.1","LongTerm"
"1401","SEFA.4158.1","LongTerm"
"1402","SEFA.4158.2","LongTerm"
"1403","SEFA.4189.1","LongTerm"
"1404","SEFA.4200.1","LongTerm"
"1405","SEFA.4239.2","LongTerm"
"1406","SEFA.4239.3","LongTerm"
"1407","SEFA.4239.4","LongTerm"
"1408","SEFA.4252.2","LongTerm"
"1409","SEFA.4252.3","LongTerm"
"1410","SEFA.4252.4","LongTerm"
"1411","SEFA.4252.5","LongTerm"
"1412","SEFA.4252.6","LongTerm"
"1413","SEFA.4252.7","LongTerm"
"1414","SEFA.4252.8","LongTerm"
"1415","SEFA.4269.1","LongTerm"
"1416","SEFA.4275.1","LongTerm"
"1417","SEFA.4276.1","LongTerm"
"1418","SEFA.4276.2","LongTerm"
"1419","SEFA.4276.3","LongTerm"
"1420","SEFA.4294.1","LongTerm"
"1421","SEFA.4297.1","LongTerm"
"1422","SEFA.4297.2","LongTerm"
"1423","SEFA.4306.1","LongTerm"
"1424","SEFA.4315.1","LongTerm"
"1425","SEFA.4315.2","LongTerm"
"1426","SEFA.4316.1","LongTerm"
"1427","SEFA.4318.2","LongTerm"
"1428","SEFA.4333.1","LongTerm"
"1429","SEFA.4333.2","LongTerm"
"1430","SEFA.4333.3","LongTerm"
"1431","SEFA.4333.4","LongTerm"
"1432","SEFA.4364.1","LongTerm"
"1433","SEFA.4370.1","LongTerm"
"1434","SEFA.4375.1","LongTerm"
"1435","SEFA.4384.1","LongTerm"
"1436","SEFA.4385.1","LongTerm"
"1437","SEFA.4393.1","LongTerm"
"1438","SEFA.4394.1","LongTerm"
"1439","SEFA.4394.2","LongTerm"
"1440","SEFA.4419.1","LongTerm"
"1441","SEFA.4428.1","LongTerm"
"1442","SEFA.4456.1","LongTerm"
"1443","SEFA.4477.1","LongTerm"
"1444","SEFA.4493.1","LongTerm"
"1445","SEFA.4493.2","LongTerm"
"1446","SEFA.4515.2","LongTerm"
"1447","SEFA.4524.1","LongTerm"
"1448","SEFA.4526.1","LongTerm"
"1449","SEFA.4530.2","LongTerm"
"1450","SEFA.4530.3","LongTerm"
"1451","SEFA.4531.1","LongTerm"
"1452","SEFA.4538.1","LongTerm"
"1453","SEFA.4545.1","LongTerm"
"1454","SEFA.4585.1","LongTerm"
"1455","SEFA.4586.1","LongTerm"
"1456","SEFA.4586.2","LongTerm"
"1457","SEFA.4589.1","LongTerm"
"1458","SEFA.4598.1","LongTerm"
"1459","SEFA.4634.1","LongTerm"
"1460","SEFA.4634.2","LongTerm"
"1461","SEFA.4634.3","LongTerm"
"1462","SEFA.4659.1","LongTerm"
"1463","SEFA.4668.1","LongTerm"
"1464","SEFA.4670.1","LongTerm"
"1465","SEFA.4700.1","LongTerm"
"1466","SEFA.4712.1","LongTerm"
"1467","SEFA.4713.1","LongTerm"
"1468","SEFA.4713.2","LongTerm"
"1469","SEFA.4739.1","LongTerm"
"1470","SEFA.4749.1","LongTerm"
"1471","SEFA.4751.1","LongTerm"
"1472","SEFA.4751.2","LongTerm"
"1473","SEFA.4751.3","LongTerm"
"1474","SEFA.4751.4","LongTerm"
"1475","SEFA.4770.1","LongTerm"
"1476","SEFA.4772.1","LongTerm"
"1477","SEFA.4772.2","LongTerm"
"1478","SEFA.4772.3","LongTerm"
"1479","SEFA.4792.1","LongTerm"
"1480","SEFA.4803.1","LongTerm"
"1481","SEFA.4804.1","LongTerm"
"1482","SEFA.4808.1","LongTerm"
"1483","SEFA.4816.1","LongTerm"
"1484","SEFA.4816.2","LongTerm"
"1485","SEFA.4816.3","LongTerm"
"1486","SEFA.4816.4","LongTerm"
"1487","SEFA.4817.1","LongTerm"
"1488","SEFA.4829.1","LongTerm"
"1489","SEFA.4829.2","LongTerm"
"1490","SEFA.4829.3","LongTerm"
"1491","SEFA.4829.4","LongTerm"
"1492","SEFA.4830.1","LongTerm"
"1493","SEFA.4843.1","LongTerm"
"1494","SEFA.4848.1","LongTerm"
"1495","SEFA.4848.2","LongTerm"
"1496","SEFA.4848.3","LongTerm"
"1497","SEFA.4857.1","LongTerm"
"1498","SEFA.4857.2","LongTerm"
"1499","SEFA.4857.3","LongTerm"
"1500","SEFA.4857.4","LongTerm"
"1501","SEFA.4857.5","LongTerm"
"1502","SEFA.4857.6","LongTerm"
"1503","SEFA.4857.7","LongTerm"
"1504","SEFA.4861.1","LongTerm"
"1505","SEFA.4877.1","LongTerm"
"1506","SEFA.4891.1","LongTerm"
"1507","SEFA.4891.2","LongTerm"
"1508","SEFA.4908.1","LongTerm"
"1509","SEFA.4930.1","LongTerm"
"1510","SEFA.4939.1","LongTerm"
"1511","SEFA.4945.1","LongTerm"
"1512","SEFA.4951.1","LongTerm"
"1513","SEFA.4954.1","LongTerm"
"1514","SEFA.4963.1","LongTerm"
"1515","SEFA.4966.1","LongTerm"
"1516","SEFA.4966.2","LongTerm"
"1517","SEFA.4966.3","LongTerm"
"1518","SEFA.4976.1","LongTerm"
"1519","SEFA.4976.2","LongTerm"
"1520","SEFA.4976.3","LongTerm"
"1521","SEFA.4976.4","LongTerm"
"1522","SEFA.4976.5","LongTerm"
"1523","SEFA.4993.1","LongTerm"
"1524","SEFA.5007.1","LongTerm"
"1525","SEFA.5007.3","LongTerm"
"1526","SEFA.5011.1","LongTerm"
"1527","SEFA.5018.1","LongTerm"
"1528","SEFA.5018.2","LongTerm"
"1529","SEFA.5033.1","LongTerm"
"1530","SEFA.5033.2","LongTerm"
"1531","SEFA.5034.1","LongTerm"
"1532","SEFA.5037.1","LongTerm"
"1533","SEFA.5038.1","LongTerm"
"1534","SEFA.5054.1","LongTerm"
"1535","SEFA.5054.2","LongTerm"
"1536","SEFA.5054.3","LongTerm"
"1537","SEFA.5054.4","LongTerm"
"1538","SEFA.5064.1","LongTerm"
"1539","SEFA.5068.1","LongTerm"
"1540","SEFA.5077.1","LongTerm"
"1541","SEFA.5077.2","LongTerm"
"1542","SEFA.5077.3","LongTerm"
"1543","SEFA.5078.1","LongTerm"
"1544","SEFA.5099.1","LongTerm"
"1545","SEFA.5102.1","LongTerm"
"1546","SEFA.5102.2","LongTerm"
"1547","SEFA.5102.3","LongTerm"
"1548","SEFA.5107.1","LongTerm"
"1549","SEFA.5110.1","LongTerm"
"1550","SEFA.5120.2","LongTerm"
"1551","SEFA.5124.1","LongTerm"
"1552","SEFA.5124.2","LongTerm"
"1553","SEFA.5124.3","LongTerm"
"1554","SEFA.5143.1","LongTerm"
"1555","SEFA.5143.2","LongTerm"
"1556","SEFA.5144.1","LongTerm"
"1557","SEFA.5145.1","LongTerm"
"1558","SEFA.5207.1","LongTerm"
"1559","SEFA.5214.1","LongTerm"
"1560","SEFA.5222.1","LongTerm"
"1561","SEFA.5252.1","LongTerm"
"1562","SEFA.5267.1","LongTerm"
"1563","SEFA.5267.2","LongTerm"
"1564","SEFA.5296.1","LongTerm"
"1565","SEFA.5318.1","LongTerm"
"1566","SEFA.5318.2","LongTerm"
"1567","SEFA.5327.1","LongTerm"
"1568","SEFA.5330.1","LongTerm"
"1569","SEFA.5352.1","LongTerm"
"1570","SEFA.5363.1","LongTerm"
"1571","SEFA.5363.2","LongTerm"
"1572","SEFA.5369.1","LongTerm"
"1573","SEFA.5369.2","LongTerm"
"1574","SEFA.5371.1","LongTerm"
"1575","SEFA.5380.1","LongTerm"
"1576","SEFA.5387.1","LongTerm"
"1577","SEFA.5396.1","LongTerm"
"1578","SEFA.5442.1","LongTerm"
"1579","SEFA.5442.2","LongTerm"
"1580","SEFA.5444.1","LongTerm"
"1581","SEFA.5444.2","LongTerm"
"1582","SEFA.5449.1","LongTerm"
"1583","SEFA.5449.2","LongTerm"
"1584","SEFA.5449.3","LongTerm"
"1585","SEFA.5449.4","LongTerm"
"1586","SEFA.5449.5","LongTerm"
"1587","SEFA.5476.1","LongTerm"
"1588","SEFA.5476.2","LongTerm"
"1589","SEFA.5476.3","LongTerm"
"1590","SEFA.5504.1","LongTerm"
"1591","SEFA.5504.2","LongTerm"
"1592","SEFA.5528.1","LongTerm"
"1593","SEFA.5528.2","LongTerm"
"1594","SEFA.5528.4","LongTerm"
"1595","SEFA.5528.5","LongTerm"
"1596","SEFA.5528.6","LongTerm"
"1597","SEFA.5528.7","LongTerm"
"1598","SEFA.5528.8","LongTerm"
"1599","SEFA.5528.9","LongTerm"
"1600","SEFA.5528.10","LongTerm"
"1601","SEFA.5528.11","LongTerm"
"1602","SEFA.5528.12","LongTerm"
"1603","SEFA.5528.13","LongTerm"
"1604","SEFA.5528.15","LongTerm"
"1605","SEFA.5528.16","LongTerm"
"1606","SEFA.5528.17","LongTerm"
"1607","SEFA.5528.18","LongTerm"
"1608","SEFA.5528.19","LongTerm"
"1609","SEFA.5528.20","LongTerm"
"1610","SEFA.5528.21","LongTerm"
"1611","SEFA.5528.22","LongTerm"
"1612","SEFA.5528.23","LongTerm"
"1613","SEFA.5528.24","LongTerm"
"1614","SEFA.5528.25","LongTerm"
"1615","SEFA.5535.1","LongTerm"
"1616","SEFA.5561.1","LongTerm"
"1617","SEFA.5604.1","LongTerm"
"1618","SEFA.5620.2","LongTerm"
"1619","SEFA.5621.1","LongTerm"
"1620","SEFA.5692.1","LongTerm"
"1621","SEFA.5692.2","LongTerm"
"1622","SEFA.5700.1","LongTerm"
"1623","SEFA.5702.1","LongTerm"
"1624","SEFA.5704.1","LongTerm"
"1625","SEFA.5707.1","LongTerm"
"1626","SEFA.5707.2","LongTerm"
"1627","SEFA.5708.1","LongTerm"
"1628","SEFA.5710.1","LongTerm"
"1629","SEFA.5710.2","LongTerm"
"1630","SEFA.5720.4","LongTerm"
"1631","SEFA.5720.5","LongTerm"
"1632","SEFA.5720.6","LongTerm"
"1633","SEFA.5720.7","LongTerm"
"1634","SEFA.5720.8","LongTerm"
"1635","SEFA.5720.9","LongTerm"
"1636","SEFA.5720.10","LongTerm"
"1637","SEFA.5720.11","LongTerm"
"1638","SEFA.5720.12","LongTerm"
"1639","SEFA.5722.1","LongTerm"
"1640","SEFA.5730.1","LongTerm"
"1641","SEFA.5735.1","LongTerm"
"1642","SEFA.5741.1","LongTerm"
"1643","SEFA.5758.1","LongTerm"
"1644","SEFA.5761.1","LongTerm"
"1645","SEFA.5768.1","LongTerm"
"1646","SEFA.5768.2","LongTerm"
"1647","SEFA.5772.1","LongTerm"
"1648","SEFA.5782.1","LongTerm"
"1649","SEFA.5782.4","LongTerm"
"1650","SEFA.5782.6","LongTerm"
"1651","SEFA.5782.7","LongTerm"
"1652","SEFA.5783.1","LongTerm"
"1653","SEFA.5827.1","LongTerm"
"1654","SEFA.5850.1","LongTerm"
"1655","SEFA.5850.2","LongTerm"
"1656","SEFA.5850.3","LongTerm"
"1657","SEFA.5851.1","LongTerm"
"1658","SEFA.5859.1","LongTerm"
"1659","SEFA.5860.1","LongTerm"
"1660","SEFA.5870.1","LongTerm"
"1661","SEFA.5878.1","LongTerm"
"1662","SEFA.5916.1","LongTerm"
"1663","SEFA.5918.1","LongTerm"
"1664","SEFA.5920.1","LongTerm"
"1665","SEFA.5937.1","LongTerm"
"1666","SEFA.5942.1","LongTerm"
"1667","SEFA.5944.1","LongTerm"
"1668","SEFA.5990.1","LongTerm"
"1669","SEFA.5993.1","LongTerm"
"1670","SEFA.6013.1","LongTerm"
"1671","SEFA.6013.2","LongTerm"
"1672","SEFA.6015.1","LongTerm"
"1673","SEFA.6015.2","LongTerm"
"1674","SEFA.6015.3","LongTerm"
"1675","SEFA.6022.1","LongTerm"
"1676","SEFA.6033.1","LongTerm"
"1677","SEFA.6091.1","LongTerm"
"1678","SEFA.6094.1","LongTerm"
"1679","SEFA.6110.1","LongTerm"
"1680","SEFA.6131.2","LongTerm"
"1681","SEFA.6134.1","LongTerm"
"1682","SEFA.6134.2","LongTerm"
"1683","SEFA.6134.3","LongTerm"
"1684","SEFA.6134.4","LongTerm"
"1685","SEFA.6134.5","LongTerm"
"1686","SEFA.6134.6","LongTerm"
"1687","SEFA.6134.7","LongTerm"
"1688","SEFA.6143.1","LongTerm"
"1689","SEFA.6149.1","LongTerm"
"1690","SEFA.6150.1","LongTerm"
"1691","SEFA.6150.2","LongTerm"
"1692","SEFA.6152.1","LongTerm"
"1693","SEFA.6173.1","LongTerm"
"1694","SEFA.6213.1","LongTerm"
"1695","SEFA.6215.1","LongTerm"
"1696","SEFA.6226.1","LongTerm"
"1697","SEFA.6227.1","LongTerm"
"1698","SEFA.6255.1","LongTerm"
"1699","SEFA.6299.1","LongTerm"
"1700","SEFA.6308.1","LongTerm"
"1701","SEFA.6311.1","LongTerm"
"1702","SEFA.6382.1","LongTerm"
"1703","SEFA.6420.1","LongTerm"
"1704","SEFA.6420.2","LongTerm"
"1705","SEFA.6420.3","LongTerm"
"1706","SEFA.6420.4","LongTerm"
"1707","SEFA.6432.1","LongTerm"
"1708","SEFA.6433.1","LongTerm"
"1709","SEFA.6433.2","LongTerm"
"1710","SEFA.6443.1","LongTerm"
"1711","SEFA.6443.2","LongTerm"
"1712","SEFA.6452.2","LongTerm"
"1713","SEFA.6452.4","LongTerm"
"1714","SEFA.6453.1","LongTerm"
"1715","SEFA.6454.1","LongTerm"
"1716","SEFA.6458.1","LongTerm"
"1717","SEFA.6458.2","LongTerm"
"1718","SEFA.6465.1","LongTerm"
"1719","SEFA.6466.1","LongTerm"
"1720","SEFA.6466.2","LongTerm"
"1721","SEFA.6482.1","LongTerm"
"1722","SEFA.6489.1","LongTerm"
"1723","SEFA.6504.1","LongTerm"
"1724","SEFA.6509.1","LongTerm"
"1725","SEFA.6518.1","LongTerm"
"1726","SEFA.6534.1","LongTerm"
"1727","SEFA.6555.1","LongTerm"
"1728","SEFA.6556.1","LongTerm"
"1729","SEFA.6556.2","LongTerm"
"1730","SEFA.6556.3","LongTerm"
"1731","SEFA.6557.1","LongTerm"
"1732","SEFA.6558.2","LongTerm"
"1733","SEFA.6558.3","LongTerm"
"1734","SEFA.6590.1","LongTerm"
"1735","SEFA.6606.1","LongTerm"
"1736","SEFA.6616.1","LongTerm"
"1737","SEFA.6619.1","LongTerm"
"1738","SEFA.6623.1","LongTerm"
"1739","SEFA.6634.1","LongTerm"
"1740","SEFA.6644.1","LongTerm"
"1741","SEFA.6651.1","LongTerm"
"1742","SEFA.6660.1","LongTerm"
"1743","SEFA.6680.1","LongTerm"
"1744","SEFA.6696.1","LongTerm"
"1745","SEFA.6753.1","LongTerm"
"1746","SEFA.6753.2","LongTerm"
"1747","SEFA.6781.1","LongTerm"
"1748","SEFA.6789.1","LongTerm"
"1749","SEFA.6796.1","LongTerm"
"1750","SEFA.6801.1","LongTerm"
"1751","SEFA.6810.1","LongTerm"
"1752","SEFA.6811.1","LongTerm"
"1753","SEFA.6821.1","LongTerm"
"1754","SEFA.6845.1","LongTerm"
"1755","SEFA.6859.1","LongTerm"
"1756","SEFA.6859.2","LongTerm"
"1757","SEFA.6859.3","LongTerm"
"1758","SEFA.6859.4","LongTerm"
"1759","SEFA.6870.1","LongTerm"
"1760","SEFA.6870.2","LongTerm"
"1761","SEFA.6885.1","LongTerm"
"1762","SEFA.6892.1","LongTerm"
"1763","SEFA.6892.2","LongTerm"
"1764","SEFA.6947.1","LongTerm"
"1765","SEFA.6947.2","LongTerm"
"1766","SEFA.6969.1","LongTerm"
"1767","SEFA.6980.1","LongTerm"
"1768","SEFA.6986.1","LongTerm"
"1769","SEFA.6997.1","LongTerm"
"1770","SEFA.6997.2","LongTerm"
"1771","SEFA.7018.1","LongTerm"
"1772","SEFA.7019.1","LongTerm"
"1773","SEFA.7035.1","LongTerm"
"1774","SEFA.7040.1","LongTerm"
"1775","SEFA.7118.1","LongTerm"
"1776","SEFA.7118.2","LongTerm"
"1777","SEFA.7118.3","LongTerm"
"1778","SEFA.7118.4","LongTerm"
"1779","SEFA.7127.2","LongTerm"
"1780","SEFA.7130.1","LongTerm"
"1781","SEFA.7148.1","LongTerm"
"1782","SEFA.7157.1","LongTerm"
"1783","SEFA.7165.1","LongTerm"
"1784","SEFA.7165.2","LongTerm"
"1785","SEFA.7174.1","LongTerm"
"1786","SEFA.7174.2","LongTerm"
"1787","SEFA.7185.1","LongTerm"
"1788","SEFA.7197.1","LongTerm"
"1789","SEFA.7199.1","LongTerm"
"1790","SEFA.7204.1","LongTerm"
"1791","SEFA.7204.2","LongTerm"
"1792","SEFA.7215.1","LongTerm"
"1793","SEFA.7222.1","LongTerm"
"1794","SEFA.7225.1","LongTerm"
"1795","SEFA.7225.2","LongTerm"
"1796","SEFA.7225.3","LongTerm"
"1797","SEFA.7237.1","LongTerm"
"1798","SEFA.7237.2","LongTerm"
"1799","SEFA.7242.1","LongTerm"
"1800","SEFA.7243.1","LongTerm"
"1801","SEFA.7250.1","LongTerm"
"1802","SEFA.7250.2","LongTerm"
"1803","SEFA.7258.1","LongTerm"
"1804","SEFA.7263.1","LongTerm"
"1805","SEFA.7263.2","LongTerm"
"1806","SEFA.7267.1","LongTerm"
"1807","SEFA.7269.1","LongTerm"
"1808","SEFA.7269.2","LongTerm"
"1809","SEFA.7269.3","LongTerm"
"1810","SEFA.7270.1","LongTerm"
"1811","SEFA.7346.1","LongTerm"
"1812","SEFA.7346.2","LongTerm"
"1813","SEFA.7372.1","LongTerm"
"1814","SEFA.7399.5","LongTerm"
"1815","SEFA.7416.1","LongTerm"
"1816","SEFA.7428.1","LongTerm"
"1817","SEFA.7485.1","LongTerm"
"1818","SEFA.7485.2","LongTerm"
"1819","SEFA.7491.1","LongTerm"
"1820","SEFA.7505.1","LongTerm"
"1821","SEFA.7505.2","LongTerm"
"1822","SEFA.7516.1","LongTerm"
"1823","SEFA.7517.1","LongTerm"
"1824","SEFA.7519.1","LongTerm"
"1825","SEFA.7534.1","LongTerm"
"1826","SEFA.7552.1","LongTerm"
"1827","SEFA.7555.1","LongTerm"
"1828","SEFA.7556.1","LongTerm"
"1829","SEFA.7556.2","LongTerm"
"1830","SEFA.7556.5","LongTerm"
"1831","SEFA.7556.7","LongTerm"
"1832","SEFA.7556.8","LongTerm"
"1833","SEFA.7556.9","LongTerm"
"1834","SEFA.7566.1","LongTerm"
"1835","SEFA.7566.2","LongTerm"
"1836","SEFA.7595.1","LongTerm"
"1837","SEFA.7607.1","LongTerm"
"1838","SEFA.7609.1","LongTerm"
"1839","SEFA.7610.3","LongTerm"
"1840","SEFA.7610.4","LongTerm"
"1841","SEFA.7614.2","LongTerm"
"1842","SEFA.7617.1","LongTerm"
"1843","SEFA.7624.1","LongTerm"
"1844","SEFA.7624.2","LongTerm"
"1845","SEFA.7624.3","LongTerm"
"1846","SEFA.7624.4","LongTerm"
"1847","SEFA.7624.5","LongTerm"
"1848","SEFA.7624.6","LongTerm"
"1849","SEFA.7624.7","LongTerm"
"1850","SEFA.7632.1","LongTerm"
"1851","SEFA.7632.2","LongTerm"
"1852","SEFA.7637.1","LongTerm"
"1853","SEFA.7642.1","LongTerm"
"1854","SEFA.7642.2","LongTerm"
"1855","SEFA.7642.3","LongTerm"
"1856","SEFA.7642.4","LongTerm"
"1857","SEFA.7642.5","LongTerm"
"1858","SEFA.7642.6","LongTerm"
"1859","SEFA.7642.7","LongTerm"
"1860","SEFA.7642.8","LongTerm"
"1861","SEFA.7642.9","LongTerm"
"1862","SEFA.7642.10","LongTerm"
"1863","SEFA.7642.12","LongTerm"
"1864","SEFA.7642.13","LongTerm"
"1865","SEFA.7642.14","LongTerm"
"1866","SEFA.7642.15","LongTerm"
"1867","SEFA.7642.16","LongTerm"
"1868","SEFA.7642.17","LongTerm"
"1869","SEFA.7642.18","LongTerm"
"1870","SEFA.7642.19","LongTerm"
"1871","SEFA.7660.2","LongTerm"
"1872","SEFA.7666.3","LongTerm"
"1873","SEFA.7666.4","LongTerm"
"1874","SEFA.7666.5","LongTerm"
"1875","SEFA.7666.7","LongTerm"
"1876","SEFA.7666.10","LongTerm"
"1877","SEFA.7666.12","LongTerm"
"1878","SEFA.7666.15","LongTerm"
"1879","SEFA.7666.16","LongTerm"
"1880","SEFA.7666.19","LongTerm"
"1881","SEFA.7666.20","LongTerm"
"1882","SEFA.7666.22","LongTerm"
"1883","SEFA.7666.23","LongTerm"
"1884","SEFA.7666.24","LongTerm"
"1885","SEFA.7666.26","LongTerm"
"1886","SEFA.7666.28","LongTerm"
"1887","SEFA.7666.31","LongTerm"
"1888","SEFA.7666.32","LongTerm"
"1889","SEFA.7666.33","LongTerm"
"1890","SEFA.7666.41","LongTerm"
"1891","SEFA.7666.42","LongTerm"
"1892","SEFA.7666.45","LongTerm"
"1893","SEFA.7666.46","LongTerm"
"1894","SEFA.7666.47","LongTerm"
"1895","SEFA.7666.48","LongTerm"
"1896","SEFA.7667.2","LongTerm"
"1897","SEFA.7667.3","LongTerm"
"1898","SEFA.7667.5","LongTerm"
"1899","SEFA.7667.9","LongTerm"
"1900","SEFA.7669.1","LongTerm"
"1901","SEFA.7669.2","LongTerm"
"1902","SEFA.7669.3","LongTerm"
"1903","SEFA.7669.4","LongTerm"
"1904","SEFA.7669.5","LongTerm"
"1905","SEFA.7683.2","LongTerm"
"1906","SEFA.7708.1","LongTerm"
"1907","SEFA.7708.2","LongTerm"
"1908","SEFA.7708.3","LongTerm"
"1909","SEFA.7708.4","LongTerm"
"1910","SEFA.7708.5","LongTerm"
"1911","SEFA.7708.6","LongTerm"
"1912","SEFA.7708.7","LongTerm"
"1913","SEFA.7708.8","LongTerm"
"1914","SEFA.7708.9","LongTerm"
"1915","SEFA.7721.1","LongTerm"
"1916","SEFA.7722.1","LongTerm"
"1917","SEFA.7731.1","LongTerm"
"1918","SEFA.7731.2","LongTerm"
"1919","SEFA.7755.1","LongTerm"
"1920","SEFA.7772.1","LongTerm"
"1921","SEFA.7779.3","LongTerm"
"1922","SEFA.7779.4","LongTerm"
"1923","SEFA.7780.1","LongTerm"
"1924","SEFA.7791.1","LongTerm"
"1925","SEFA.7796.1","LongTerm"
"1926","SEFA.7808.1","LongTerm"
"1927","SEFA.7836.1","LongTerm"
"1928","SEFA.7838.1","LongTerm"
"1929","SEFA.7838.2","LongTerm"
"1930","SEFA.7864.1","LongTerm"
"1931","SEFA.7882.1","LongTerm"
"1932","SEFA.7882.3","LongTerm"
"1933","SEFA.7883.1","LongTerm"
"1934","SEFA.7888.1","LongTerm"
"1935","SEFA.7890.1","LongTerm"
"1936","SEFA.7943.1","LongTerm"
"1937","SEFA.7975.1","LongTerm"
"1938","SEFA.7975.2","LongTerm"
"1939","SEFA.7975.3","LongTerm"
"1940","SEFA.7976.1","LongTerm"
"1941","SEFA.7981.1","LongTerm"
"1942","SEFA.7981.2","LongTerm"
"1943","SEFA.7981.3","LongTerm"
"1944","SEFA.7981.4","LongTerm"
"1945","SEFA.7981.5","LongTerm"
"1946","SEFA.7981.6","LongTerm"
"1947","SEFA.7981.7","LongTerm"
"1948","SEFA.7990.1","LongTerm"
"1949","SEFA.8000.1","LongTerm"
"1950","SEFA.8000.2","LongTerm"
"1951","SEFA.8000.3","LongTerm"
"1952","SEFA.8000.4","LongTerm"
"1953","SEFA.8024.1","LongTerm"
"1954","SEFA.8042.1","LongTerm"
"1955","SEFA.8048.1","LongTerm"
"1956","SEFA.8057.1","LongTerm"
"1957","SEFA.8057.2","LongTerm"
"1958","SEFA.8058.1","LongTerm"
"1959","SEFA.8058.2","LongTerm"
"1960","SEFA.8098.1","LongTerm"
"1961","SEFA.8106.1","LongTerm"
"1962","SEFA.8109.1","LongTerm"
"1963","SEFA.8164.1","LongTerm"
"1964","SEFA.8164.2","LongTerm"
"1965","SEFA.8164.3","LongTerm"
"1966","SEFA.8164.4","LongTerm"
"1967","SEFA.8164.5","LongTerm"
"1968","SEFA.8164.6","LongTerm"
"1969","SEFA.8180.1","LongTerm"
"1970","SEFA.8180.2","LongTerm"
"1971","SEFA.8180.3","LongTerm"
"1972","SEFA.8180.4","LongTerm"
"1973","SEFA.8180.5","LongTerm"
"1974","SEFA.8180.6","LongTerm"
"1975","SEFA.8180.7","LongTerm"
"1976","SEFA.8180.8","LongTerm"
"1977","SEFA.8180.9","LongTerm"
"1978","SEFA.8180.10","LongTerm"
"1979","SEFA.8180.11","LongTerm"
"1980","SEFA.8180.12","LongTerm"
"1981","SEFA.8180.13","LongTerm"
"1982","SEFA.8180.14","LongTerm"
"1983","SEFA.8213.1","LongTerm"
"1984","SEFA.8217.1","LongTerm"
"1985","SEFA.8219.1","LongTerm"
"1986","SEFA.8228.1","LongTerm"
"1987","SEFA.8228.2","LongTerm"
"1988","SEFA.8230.1","LongTerm"
"1989","SEFA.8230.2","LongTerm"
"1990","SEFA.8230.3","LongTerm"
"1991","SEFA.8230.4","LongTerm"
"1992","SEFA.8230.5","LongTerm"
"1993","SEFA.8230.6","LongTerm"
"1994","SEFA.8272.1","LongTerm"
"1995","SEFA.8272.4","LongTerm"
"1996","SEFA.8272.5","LongTerm"
"1997","SEFA.8279.1","LongTerm"
"1998","SEFA.8286.1","LongTerm"
"1999","SEFA.8286.2","LongTerm"
"2000","SEFA.8286.3","LongTerm"
"2001","SEFA.8286.4","LongTerm"
"2002","SEFA.8286.5","LongTerm"
"2003","SEFA.8286.6","LongTerm"
"2004","SEFA.8286.7","LongTerm"
"2005","SEFA.8286.8","LongTerm"
"2006","SEFA.8286.9","LongTerm"
"2007","SEFA.8286.10","LongTerm"
"2008","SEFA.8286.11","LongTerm"
"2009","SEFA.8286.12","LongTerm"
"2010","SEFA.8286.13","LongTerm"
"2011","SEFA.8286.14","LongTerm"
"2012","SEFA.8286.15","LongTerm"
"2013","SEFA.8286.16","LongTerm"
"2014","SEFA.8286.17","LongTerm"
"2015","SEFA.8286.18","LongTerm"
"2016","SEFA.8286.19","LongTerm"
"2017","SEFA.8286.20","LongTerm"
"2018","SEFA.8286.21","LongTerm"
"2019","SEFA.8286.22","LongTerm"
"2020","SEFA.8286.23","LongTerm"
"2021","SEFA.8286.24","LongTerm"
"2022","SEFA.8286.25","LongTerm"
"2023","SEFA.8286.26","LongTerm"
"2024","SEFA.8286.27","LongTerm"
"2025","SEFA.8286.28","LongTerm"
"2026","SEFA.8286.29","LongTerm"
"2027","SEFA.8286.31","LongTerm"
"2028","SEFA.8307.1","LongTerm"
"2029","SEFA.8317.1","LongTerm"
"2030","SEFA.8317.2","LongTerm"
"2031","SEFA.8320.1","LongTerm"
"2032","SEFA.8341.1","LongTerm"
"2033","SEFA.8343.4","LongTerm"
"2034","SEFA.8343.6","LongTerm"
"2035","SEFA.8353.1","LongTerm"
"2036","SEFA.8358.1","LongTerm"
"2037","SEFA.8368.1","LongTerm"
"2038","SEFA.8382.1","LongTerm"
"2039","SEFA.8382.2","LongTerm"
"2040","SEFA.8382.3","LongTerm"
"2041","SEFA.8400.1","LongTerm"
"2042","SEFA.8400.2","LongTerm"
"2043","SEFA.8410.1","LongTerm"
"2044","SEFA.8453.1","LongTerm"
"2045","SEFA.8453.2","LongTerm"
"2046","SEFA.8453.3","LongTerm"
"2047","SEFA.8453.4","LongTerm"
"2048","SEFA.8453.5","LongTerm"
"2049","SEFA.8457.1","LongTerm"
"2050","SEFA.8457.2","LongTerm"
